Account,Header Code/Type ,Document Number,Date,PO#,Original Invoice Amount,Current Total Open Amount,Acme Customer Number,Ship To Network Number
120,RI,INV153395,06/27/2024,57362207,788.34,.00,432013,432053005
120,RI,INV153403,06/27/2024,57365643,1469.04,.00,432011,432052999
120,RI,INV153415,06/27/2024,B07400018042,184.81,.00,413154,740000093
120,RI,INV153441,06/27/2024,B07400018049,429.23,.00,740185,740100185
120,RI,INV153443,06/27/2024,B07400018051,839.74,.00,887489,740000268
120,RI,INV153448,06/27/2024,10020728,92.10,.00,666213,
120,RI,INV153451,06/27/2024,B04610050797,1808.43,.00,461204,461021204
120,RI,INV153460,06/27/2024,B07400018043,367.44,.00,948085,740000143
120,RI,INV153480,06/27/2024,B07400018028,97.41,.00,574323,740000073
120,RI,INV153485,06/27/2024,57362418,11738.54,.00,702126,434005246
120,RI,INV153495,06/27/2024,B04610050774,321.30,.00,407300,461407300
120,RI,INV153500,06/27/2024,57364430,2983.60,.00,432010,432053012
120,RI,INV153501,06/27/2024,B04610050770,9818.44,.00,407300,461407300
120,RI,INV153509,06/27/2024,ORIOL07456,128.95,.00,572757,572061757
120,RI,INV153517,06/27/2024,B04610050459,267.32,.00,461801,461021801
120,RI,INV153520,06/27/2024,ORIOL07548,1762.58,.00,572757,572061757
120,RI,INV153527,06/27/2024,57326590,136.36,.00,432018,432053003
120,RI,INV153534,06/27/2024,57363943,3387.82,.00,432018,432053003
120,RI,INV153542,06/27/2024,ORIOL07581,75.02,.00,572757,572061757
120,RI,INV153545,06/27/2024,B04610050792,2433.31,.00,461801,461021801
120,RI,INV153558,06/27/2024,ORIOL07578,3052.70,.00,572757,572061757
120,RI,INV153575,06/27/2024,B04610050767,1958.84,.00,461971,461019971
120,RI,INV153650,06/27/2024,063963,70.81,.00,694005,694000005
120,RI,INV153651,06/27/2024,BLAIR,62.92,.00,395170,401024502
120,RI,INV153652,06/27/2024,063977,70.81,.00,694009,694000009
120,RI,INV153655,06/27/2024,Blair,90.35,.00,395170,401024502
120,RI,INV153698,06/27/2024,FedEx,48.49,.00,461407,461022407
120,RI,INV153704,06/27/2024,B05540000600,792.61,.00,5540139,554000139
120,RI,INV153705,06/27/2024,B05540000598,862.10,.00,5540118,554000118
120,RI,INV153928,06/27/2024,B05540000601,1223.19,.00,5540121,554000121
120,RI,INV157009,06/27/2024,547313,4400.51,.00,920009,92000009
120,RI,INV153695,06/28/2024,B07400018026,16.54,.00,139211,740000235
120,RI,INV153707,06/28/2024,57329087,138.39,.00,449402,
120,RI,INV153708,06/28/2024,B04610050757,292.58,.00,765955,461023327
120,RI,INV153712,06/28/2024,57194100,589.63,.00,449302,449352802
120,RI,INV153713,06/28/2024,57272225,561.59,.00,449010,449010000
120,RI,INV153714,06/28/2024,57106042,375.48,.00,449302,
120,RI,INV153719,06/28/2024,57184053,553.57,.00,449402,
120,RI,INV153726,06/28/2024,B04610050827,1079.43,.00,367090,461022901
120,RI,INV153730,06/28/2024,B04610050847,530.90,.00,272618,461023602
120,RI,INV153732,06/28/2024,B04610050862,1775.02,.00,772617,461772617
120,RI,INV153736,06/28/2024,B04610050806,1323.43,.00,461004,461023502
120,RI,INV153739,06/28/2024,B04610050845,851.64,.00,367089,461367089
120,RI,INV153740,06/28/2024,B04610050846,1020.40,.00,461834,461023834
120,RI,INV153751,06/28/2024,57381630,5808.99,.00,449010,449010000
120,RI,INV153753,06/28/2024,LHS,44.88,.00,136417,631005738
120,RI,INV153759,06/28/2024,B04610050826,1309.20,.00,765955,461023327
120,RI,INV153760,06/28/2024,B04610050840,124.18,.00,765955,461023327
120,RI,INV153764,06/28/2024,CLBEM,14.96,.00,136417,631005753
120,RI,INV153771,06/28/2024,SES,128.58,.00,136417,631005745
120,RI,INV153782,06/28/2024,B04610050835,237.29,.00,765955,461023327
120,RI,INV153784,06/28/2024,064039,236.34,.00,694005,694000005
120,RI,INV153788,06/28/2024,064057,375.00,.00,694011,694000011
120,RI,INV153790,06/28/2024,064055,561.00,.00,694012,694000012
120,RI,INV153791,06/28/2024,064060,542.60,.00,694015,694000015
120,RI,INV153796,06/28/2024,064054,2893.24,.00,694007,694000007
120,RI,INV153797,06/28/2024,B04610050738,1169.76,.00,62140,461018974
120,RI,INV153798,06/28/2024,B04610050761,15.60,.00,62140,461018974
120,RI,INV153799,06/28/2024,B04610050662,1995.65,.00,716507,461019406
120,RI,INV153800,06/28/2024,B04610050814,890.38,.00,461003,461019064
120,RI,INV153801,06/28/2024,B04610050828,1511.70,.00,461691,461008691
120,RI,INV153802,06/28/2024,B04610050853,1644.62,.00,461053,461008053
120,RI,INV153803,06/28/2024,B04610050839,863.12,.00,461030,461019030
120,RI,INV153804,06/28/2024,B04610050878,3979.64,.00,101889,461008096
120,RI,INV153806,06/28/2024,57380786,511.47,.00,440996,440057996
120,RI,INV153809,06/28/2024,B04610050875,45.38,.00,765956,461020155
120,RI,INV153811,06/28/2024,B04610050224,84.06,.00,633233,461020165
120,RI,INV153816,06/28/2024,57362475,2197.26,.00,441860,440061860
120,RI,INV153819,06/28/2024,B04610050830,1732.96,.00,765956,461020155
120,RI,INV153824,06/28/2024,B04610050873,1673.15,.00,633233,461020165
120,RI,INV153826,06/28/2024,B04610050885,59.88,.00,765956,461020155
120,RI,INV153828,06/28/2024,B04610050887,34.41,.00,765956,461020155
120,RI,INV153833,06/28/2024,B04610050816,1489.02,.00,955264,461018052
120,RI,INV153834,06/28/2024,B04610050805,1411.01,.00,509001,461509001
120,RI,INV153835,06/28/2024,B04610050708,252.44,.00,461702,461018702
120,RI,INV153836,06/28/2024,B04610050851,270.86,.00,461702,461018702
120,RI,INV153837,06/28/2024,57379667,1711.33,.00,449919,449044919
120,RI,INV153838,06/28/2024,B04610050834,1878.90,.00,632333,461017112
120,RI,INV153854,06/28/2024,B04610050626,11.93,.00,461171,461020171
120,RI,INV153859,06/28/2024,NATS0000029366,5556.62,.00,278496,572020003
120,RI,INV153864,06/28/2024,B04610050831,1469.56,.00,862385,461022033
120,RI,INV153868,06/28/2024,B04610050815,1737.26,.00,461171,461020171
120,RI,INV153871,06/28/2024,B04610050865,1553.17,.00,461011,461017011
120,RI,INV153877,06/28/2024,SO10075746,638.57,.00,421513,40000208
120,RI,INV153880,06/28/2024,B02950002721,4222.87,.00,499301,295003023
120,RI,INV153881,06/28/2024,B04610050870,1664.06,.00,461701,461017601
120,RI,INV153886,06/28/2024,B04610050864,1932.76,.00,812120,461812120
120,RI,INV153887,06/28/2024,57381411,770.39,.00,552041,438020262
120,RI,INV153904,06/28/2024,57381529,1855.25,.00,168564,438021022
120,RI,INV153915,06/28/2024,PARVIZ 3122,459.54,.00,499301,295003122
120,RI,INV153916,06/28/2024,- None -,203.90,.00,499302,
120,RI,INV153919,06/28/2024,57382299,1963.82,.00,571300,438022241
120,RI,INV153926,06/28/2024,57380835,1620.57,.00,736438,438032093
120,RI,INV153929,06/28/2024,B05540000544,2441.21,.00,5540133,554000133
120,RI,INV153930,06/28/2024,B05540000607,1173.82,.00,5540106,554000106
120,RI,INV153931,06/28/2024,B05540000606,553.70,.00,5540109,554000109
120,RI,INV153932,06/28/2024,02,649.14,.00,5540130,554000130
120,RI,INV153933,06/28/2024,HEATHERB627,544.88,.00,5540119,554000119
120,RI,INV153934,06/28/2024,B05540000602,700.99,.00,5540122,554000122
120,RI,INV153935,06/28/2024,B05540000603,2397.18,.00,5540135,554000135
120,RI,INV153953,06/28/2024,B04610050883,1496.80,.00,309254,461020852
120,RI,INV153954,06/28/2024,B04610050880,9.94,.00,958980,461022192
120,RI,INV153958,06/28/2024,B04610050867,949.51,.00,958980,461022192
120,RI,INV153964,06/28/2024,B04610050882,806.45,.00,407303,461022153
120,RI,INV153967,06/28/2024,B04610050884,1709.76,.00,328321,461328321
120,RI,INV153982,06/28/2024,B04610050860,2180.10,.00,461130,461021030
120,RI,INV153985,06/28/2024,B07400018052,366.18,.00,413154,740000093
120,RI,INV153986,06/28/2024,57385925,1091.49,.00,432007,432053002
120,RI,INV153997,06/28/2024,B07400018049,48.71,.00,740185,740100185
120,RI,INV154037,06/28/2024,B04610050705,1642.88,.00,556807,461556807
120,RI,INV154045,06/28/2024,B04610050889,2911.15,.00,194660,461194660
120,RI,INV154047,06/28/2024,B04610050891,67.58,.00,194660,461194660
120,RI,INV154050,06/28/2024,B04610050874,65.80,.00,406315,461406315
120,RI,INV154058,06/28/2024,B04610050770,474.12,.00,407300,461407300
120,RI,INV154062,06/28/2024,B04610050813,1149.76,.00,309253,461309253
120,RI,INV154065,06/28/2024,57362418,1309.85,.00,702126,434005246
120,RI,INV154069,06/28/2024,B04610050886,2136.69,.00,262755,461021054
120,RI,INV154070,06/28/2024,B04610050849,920.85,.00,406315,461406315
120,RI,INV154071,06/28/2024,B04610050832,627.36,.00,545313,461545313
120,RI,INV154075,06/28/2024,B04610050876,2638.61,.00,739888,461739888
120,RI,INV154076,06/28/2024,57384789,26320.61,.00,449460,449001460
120,RI,INV154077,06/28/2024,B04610050524,71.55,.00,407301,461021042
120,RI,INV154079,06/28/2024,B04610050542,8.27,.00,800857,461800857
120,RI,INV154105,06/28/2024,57379015,1286.94,.00,449440,449054440
120,RI,INV154106,06/28/2024,EUGENIA,1063.26,.00,979400,041040047
120,RI,INV154107,06/28/2024,57379027,977.80,.00,449440,449054440
120,RI,INV154109,06/28/2024,57379050,898.41,.00,449440,449054440
120,RI,INV154112,06/28/2024,57385138,526.79,.00,432016,432053006
120,RI,INV154126,06/28/2024,- None -,272.10,.00,316040,631001736
120,RI,INV154137,06/28/2024,B04610050866,1525.12,.00,461601,461020601
120,RI,INV154140,06/28/2024,B04610050850,1892.97,.00,326180,461326180
120,RI,INV154141,06/28/2024,B04610050871,1757.13,.00,407301,461021042
120,RI,INV154142,06/28/2024,57381634,542.29,.00,432019,432053000
120,RI,INV154144,06/28/2024,B04610050879,1185.96,.00,800857,461800857
120,RI,INV154147,06/28/2024,57381790,43.30,.00,432019,432053000
120,RI,INV154154,06/28/2024,B04610050861,1810.69,.00,914103,461021117
120,RI,INV154170,06/28/2024,ORIOL06916,710.50,.00,572757,572061757
120,RI,INV154172,06/28/2024,B07400017880,117.86,.00,644141,740000066
120,RI,INV154174,06/28/2024,ORIOL06905,142.10,.00,572757,572061757
120,RI,INV154178,06/28/2024,ORIOL06800,142.10,.00,572757,572061757
120,RI,INV154180,06/28/2024,ORIOL07337,142.10,.00,572757,572061757
120,RI,INV154182,06/28/2024,B07400018035,276.64,.00,339330,740000237
120,RI,INV154183,06/28/2024,ORIOL07325,142.10,.00,572757,572061757
120,RI,INV154190,06/28/2024,ORIOL07511,142.10,.00,572757,572061757
120,RI,INV154191,06/28/2024,B04610050790,2563.47,.00,461874,461020874
120,RI,INV154192,06/28/2024,B04610050823,2401.27,.00,914102,461021740
120,RI,INV154195,06/28/2024,57379007,3540.08,.00,449441,449054441
120,RI,INV154204,06/28/2024,57378958,12026.95,.00,449441,449054441
120,RI,INV154207,06/28/2024,B04610050844,1933.54,.00,461074,461021704
120,RI,INV154210,06/28/2024,57381633,1681.27,.00,438346,438120346
120,RI,INV154212,06/28/2024,57379002,5226.52,.00,449441,449054441
120,RI,INV154220,06/28/2024,57378994,4090.12,.00,449441,449054441
120,RI,INV154228,06/28/2024,57375066,903.47,.00,432017,432053001
120,RI,INV154229,06/28/2024,57379463,1770.83,.00,449282,449049282
120,RI,INV154232,06/28/2024,57379475,2444.04,.00,449282,449049282
120,RI,INV154233,06/28/2024,ORIOL07641,5741.99,.00,572757,572061757
120,RI,INV154234,06/28/2024,57379280,6750.23,.00,449282,449049282
120,RI,INV154235,06/28/2024,57379370,1736.21,.00,449282,449049282
120,RI,INV154320,06/28/2024,B04610050750,61.68,.00,461334,461133334
120,RI,INV154321,06/28/2024,Blair,106.09,.00,395170,401024502
120,RI,INV154327,06/28/2024,B04610050527,98.09,.00,461122,461129122
120,RI,INV156983,06/28/2024,92917,8841.02,.00,920009,92000009
120,RI,INV154251,07/01/2024,Blender  Courier,643.62,.00,262755,461021054
120,RI,INV154276,07/01/2024,will call,261.40,.00,407301,461021042
120,RI,INV154305,07/01/2024,- None -,115.65,.00,914103,461021117
120,RI,INV154347,07/01/2024,57382786,4941.74,.00,449523,449000523
120,RI,INV154350,07/01/2024,B04610050729,70.54,.00,461004,461023502
120,RI,INV154352,07/01/2024,3522038,233.38,.00,646053,323393940
120,RI,INV154353,07/01/2024,B04610050784,211.63,.00,272617,461023666
120,RI,INV154355,07/01/2024,B04610050845,798.39,.00,367089,461367089
120,RI,INV154356,07/01/2024,B04610050862,44.49,.00,772617,461772617
120,RI,INV154366,07/01/2024,B04610050923,655.40,.00,461834,461023834
120,RI,INV154370,07/01/2024,B04610050917,567.35,.00,272617,461023666
120,RI,INV154371,07/01/2024,B04610050916,1061.02,.00,765955,461023327
120,RI,INV154374,07/01/2024,B04610050933,712.01,.00,366744,461023113
120,RI,INV154377,07/01/2024,B04610050912,724.75,.00,461004,461023502
120,RI,INV154379,07/01/2024,57397512,4185.05,.00,449402,
120,RI,INV154380,07/01/2024,B04610050910,1114.88,.00,772617,461772617
120,RI,INV154384,07/01/2024,57393471,942.20,.00,449561,449059561
120,RI,INV154386,07/01/2024,B04610050930,1036.88,.00,367089,461367089
120,RI,INV154392,07/01/2024,57396679,13644.53,.00,449302,449352802
120,RI,INV154397,07/01/2024,B04610050924,459.17,.00,367090,461022901
120,RI,INV154413,07/01/2024,B04610050565,11.93,.00,632334,461022315
120,RI,INV154415,07/01/2024,B04610050907,1545.61,.00,632334,461022315
120,RI,INV154436,07/01/2024,B04610050920,43.00,.00,461971,461019971
120,RI,INV154437,07/01/2024,B04610050723,11.25,.00,262753,461019901
120,RI,INV154440,07/01/2024,B04610050911,995.77,.00,461971,461019971
120,RI,INV154447,07/01/2024,B04610050936,2177.09,.00,262753,461019901
120,RI,INV154450,07/01/2024,57394338,2055.28,.00,432012,432053004
120,RI,INV154451,07/01/2024,B04610050925,522.55,.00,461803,461019803
120,RI,INV154452,07/01/2024,57395821,3879.28,.00,449224,449000224
120,RI,INV154453,07/01/2024,57394125,193.48,.00,432012,432053004
120,RI,INV154454,07/01/2024,508843,156.80,.00,432012,432053004
120,RI,INV154458,07/01/2024,B04610050929,1122.02,.00,461014,461021014
120,RI,INV154475,07/01/2024,CHAR 6416,1160.83,.00,499301,295006416
120,RI,INV154476,07/01/2024,57362418,512.55,.00,702126,434005246
120,RI,INV154482,07/01/2024,57400266,1068.06,.00,574672,438019842
120,RI,INV154488,07/01/2024,57282821,66.95,.00,552041,438020262
120,RI,INV154492,07/01/2024,nats0000029287,2877.04,.00,278496,572020003
120,RI,INV154493,07/01/2024,NATS0000029336,4182.87,.00,278496,572020003
120,RI,INV154495,07/01/2024,NATS0000029387,62.49,.00,278496,572020003
120,RI,INV154498,07/01/2024,NATS0000029428,1242.66,.00,278496,572020003
120,RI,INV154499,07/01/2024,NATS0000029301,1426.54,.00,278496,572020003
120,RI,INV154501,07/01/2024,NATS0000029420,151.58,.00,278496,572020003
120,RI,INV154508,07/01/2024,57395454,1390.97,.00,552041,438020262
120,RI,INV154517,07/01/2024,NATS0000029495,71.61,.00,278496,572020003
120,RI,INV154522,07/01/2024,B04610050927,800.20,.00,406315,461406315
120,RI,INV154525,07/01/2024,B04610050908,5809.62,.00,407300,461407300
120,RI,INV154532,07/01/2024,NATS0000029366,265.15,.00,278496,572020003
120,RI,INV154535,07/01/2024,FILL IN,1182.00,.00,406315,461406315
120,RI,INV154536,07/01/2024,3510,663.36,.00,499301,295003510
120,RI,INV154538,07/01/2024,FILL IN,1501.39,.00,739888,461739888
120,RI,INV154542,07/01/2024,57362493,1759.88,.00,441860,440061860
120,RI,INV154545,07/01/2024,B02950002734,4466.55,.00,499301,295000057
120,RI,INV154548,07/01/2024,B04610050934,466.94,.00,862385,461022033
120,RI,INV154556,07/01/2024,57383648,1475.59,.00,792426,440026831
120,RI,INV154580,07/01/2024,B04610050938,872.97,.00,461204,461021204
120,RI,INV154581,07/01/2024,10021078,8.53,.00,666213,
120,RI,INV154592,07/01/2024,B04610050931,1070.40,.00,461157,461021157
120,RI,INV154599,07/01/2024,56475143,226.03,.00,449282,449049282
120,RI,INV154603,07/01/2024,57348997,228.92,.00,391275,438020348
120,RI,INV154604,07/01/2024,56972789,301.38,.00,449282,449049282


120,RI,INV154611,07/01/2024,Rebecca,2369.43,.00,572645,572052645
120,RI,INV154613,07/01/2024,57394421,28.57,.00,432017,432053001
120,RI,INV154617,07/01/2024,57384789,5555.83,.00,449460,
120,RI,INV154618,07/01/2024,B02950002735,1532.84,.00,499301,295003131
120,RI,INV154623,07/01/2024,57394001,1369.75,.00,432017,432053001
120,RI,INV154624,07/01/2024,57396769,1896.18,.00,391275,438020348
120,RI,INV154627,07/01/2024,B04610050932,1265.97,.00,461801,461021801
120,RI,INV154648,07/01/2024,B05540000609,707.14,.00,5540140,554000140
120,RI,INV154649,07/01/2024,B05540000608,612.40,.00,5540144,554000144
120,RI,INV154722,07/01/2024,57381529,75.07,.00,168564,438021022
120,RI,INV154745,07/01/2024,6/28,650.68,.00,5540102,554000102
120,RI,INV154748,07/01/2024,B05540000610,994.59,.00,5540123,554000123
120,RI,INV158727,07/01/2024,Annapolis,230.82,.00,406315,461406315
120,RI,INV154740,07/02/2024,Can opener,179.80,.00,461471,461134471
120,RI,INV154744,07/02/2024,57394338,104.38,.00,432012,432053004
120,RI,INV154749,07/02/2024,OPS,.00,.00,136417,
120,RI,INV154760,07/02/2024,- None -,260.59,.00,461407,461022407
120,RI,INV154763,07/02/2024,B04610050956,2712.26,.00,461502,461024502
120,RI,INV154768,07/02/2024,B04610051032,687.85,.00,367089,461367089
120,RI,INV154770,07/02/2024,B04610051034,519.84,.00,366744,461023113
120,RI,INV154773,07/02/2024,B04610050991,1028.73,.00,461073,461024073
120,RI,INV154775,07/02/2024,B04610051018,3221.66,.00,461407,461022407
120,RI,INV154779,07/02/2024,B04610050995,448.39,.00,461002,461023112
120,RI,INV154784,07/02/2024,B04610051031,388.29,.00,461834,461023834
120,RI,INV154787,07/02/2024,Add on,469.82,.00,461002,461023112
120,RI,INV154791,07/02/2024,B04610051001,1867.18,.00,406314,461406314
120,RI,INV154794,07/02/2024,7/2,1652.08,.00,722611,
120,RI,INV154798,07/02/2024,B04610050853,.91,.00,461053,461008053
120,RI,INV154799,07/02/2024,B04610050973,2686.48,.00,716507,461019406
120,RI,INV154800,07/02/2024,B04610050964,857.26,.00,461003,461019064
120,RI,INV154801,07/02/2024,B04610050954,607.48,.00,62140,461018974
120,RI,INV154802,07/02/2024,B04610051013,1172.36,.00,461691,461008691
120,RI,INV154803,07/02/2024,Add on,595.00,.00,461030,461019030
120,RI,INV154804,07/02/2024,B04610051019,1223.12,.00,461053,461008053
120,RI,INV154805,07/02/2024,B04610050994,297.56,.00,461030,461019030
120,RI,INV154806,07/02/2024,B04610050986,1234.28,.00,101889,461008096
120,RI,INV154811,07/02/2024,B04610050941,6.74,.00,461011,461017011
120,RI,INV154812,07/02/2024,B04610050904,331.15,.00,62139,461019462
120,RI,INV154813,07/02/2024,B04610050278,49.75,.00,580102,461580102
120,RI,INV154818,07/02/2024,B04610050970,1334.21,.00,580102,461580102
120,RI,INV154820,07/02/2024,3122,291.10,.00,499301,295003122
120,RI,INV154821,07/02/2024,B04610050980,1247.25,.00,62139,461019462
120,RI,INV154822,07/02/2024,84AJP00030753,403.29,.00,524390,41040051
120,RI,INV154824,07/02/2024,B04610051024,1619.91,.00,461011,461017011
120,RI,INV154827,07/02/2024,B04610051014,1068.21,.00,812120,461812120
120,RI,INV154830,07/02/2024,57411767,2907.57,.00,736438,438032093
120,RI,INV154832,07/02/2024,B04610051027,3296.53,.00,461701,461017601
120,RI,INV154833,07/02/2024,Add On,928.35,.00,812120,461812120
120,RI,INV154842,07/02/2024,1030,283.80,.00,499301,295001030
120,RI,INV154845,07/02/2024,57421651,210.94,.00,736438,438032093
120,RI,INV154846,07/02/2024,57421692,356.27,.00,552041,438020262
120,RI,INV154847,07/02/2024,57158878,128.95,.00,552041,438020262
120,RI,INV154848,07/02/2024,57395454,128.95,.00,552041,438020262
120,RI,INV154851,07/02/2024,NATS0000029558,174.86,.00,278496,572020003
120,RI,INV154855,07/02/2024,NATS0000029271,786.85,.00,278496,572020003
120,RI,INV154890,07/02/2024,B04610051022,1395.76,.00,955264,461018052
120,RI,INV154892,07/02/2024,B04610050958,1376.04,.00,509001,461509001
120,RI,INV154893,07/02/2024,B04610051023,1670.82,.00,461702,461018702
120,RI,INV154899,07/02/2024,B04610051003,2360.33,.00,632333,461017112
120,RI,INV154926,07/02/2024,B04610050947,671.92,.00,407303,461022153
120,RI,INV154933,07/02/2024,064120,886.45,.00,694014,694000014
120,RI,INV154942,07/02/2024,Email,1505.82,.00,958980,461022192
120,RI,INV154945,07/02/2024,64074,191.00,.00,781001,
120,RI,INV154951,07/02/2024,B02950002740,1332.97,.00,499301,295003095
120,RI,INV154952,07/02/2024,B04610051009,1775.61,.00,328321,461328321
120,RI,INV154970,07/02/2024,B02950002741,558.17,.00,499301,295006480
120,RI,INV154975,07/02/2024,B04610051007,1006.83,.00,556807,461556807
120,RI,INV154997,07/02/2024,B04610051036,2206.05,.00,545313,461545313
120,RI,INV154999,07/02/2024,57423114,6067.85,.00,702126,434005246
120,RI,INV155006,07/02/2024,B04610050542,76.43,.00,800857,461800857
120,RI,INV155007,07/02/2024,57420402,905.84,.00,432019,432053000
120,RI,INV155016,07/02/2024,B04610050948,1945.62,.00,461601,461020601
120,RI,INV155017,07/02/2024,B04610051026,3310.91,.00,309254,461020852
120,RI,INV155025,07/02/2024,B04610051025,2267.15,.00,800857,461800857
120,RI,INV155049,07/02/2024,B04610051004,882.99,.00,461074,461021704
120,RI,INV155050,07/02/2024,B04610050968,2538.71,.00,914102,461021740
120,RI,INV155058,07/02/2024,Add on,1621.65,.00,461074,461021704
120,RI,INV155071,07/02/2024,57419385,447.14,.00,449936,449051936
120,RI,INV155076,07/02/2024,57419960,578.65,.00,449936,449051936
120,RI,INV155082,07/02/2024,57419357,5059.15,.00,449936,449051936
120,RI,INV155090,07/02/2024,57407898,1612.50,.00,441862,440161860
120,RI,INV155093,07/02/2024,B04610051035,985.09,.00,633233,461020165
120,RI,INV155096,07/02/2024,B04610050969,1070.81,.00,461171,461020171
120,RI,INV155097,07/02/2024,B04610051017,2284.19,.00,765956,461020155
120,RI,INV155106,07/02/2024,B04610050494,76.43,.00,309253,461309253
120,RI,INV155120,07/02/2024,B04610051006,1808.85,.00,461874,461020874
120,RI,INV155121,07/02/2024,B04610051011,825.85,.00,309253,461309253
120,RI,INV155138,07/02/2024,57419798,4844.78,.00,449056,449031056
120,RI,INV155160,07/02/2024,57407677,92.64,.00,432017,432053001
120,RI,INV155162,07/02/2024,57412966,4030.90,.00,449460,
120,RI,INV155164,07/02/2024,57384789,1758.68,.00,449460,
120,RI,INV155167,07/02/2024,57379370,1972.33,.00,449282,449049282
120,RI,INV155183,07/02/2024,B04610051020,1540.01,.00,326180,461326180
120,RI,INV155190,07/02/2024,Add On,637.74,.00,407301,461021042
120,RI,INV155224,07/02/2024,57423049,911.72,.00,438346,438120346
120,RI,INV155229,07/02/2024,57418022,9226.54,.00,432018,432053003
120,RI,INV155230,07/02/2024,B04610051010,605.69,.00,407301,461021042
120,RI,INV155237,07/02/2024,B02950002739,1281.92,.00,499301,295003395
120,RI,INV155247,07/02/2024,B04610051030,1176.35,.00,914103,461021117
120,RI,INV155256,07/02/2024,57406810,2575.25,.00,432007,432053002
120,RI,INV155259,07/02/2024,57420895,20513.18,.00,449162,449049162
120,RI,INV155265,07/02/2024,B04610051015,876.40,.00,194660,461194660
120,RI,INV155271,07/02/2024,NATS0000029514,8154.44,.00,278496,572020003
120,RI,INV155301,07/02/2024,Blair,62.95,.00,395170,401024502
120,RI,INV155302,07/02/2024,Blair,62.95,.00,395170,401024502
120,RI,INV155311,07/02/2024,B04610050943,56.22,.00,461334,461133334
120,RI,INV155313,07/02/2024,B04610050942,428.47,.00,461334,461133334
120,RI,INV155318,07/02/2024,B04610050821,189.77,.00,461459,461145459
120,RI,INV155324,07/02/2024,B04610049888,172.55,.00,461304,461154304
120,RI,INV155341,07/02/2024,B05540000614,306.20,.00,5540125,554000125
120,RI,INV155348,07/02/2024,B05540000616,2498.25,.00,5540115,554000115
120,RI,INV155351,07/02/2024,B05540000625,659.86,.00,5540134,554000134
120,RI,INV155352,07/02/2024,B05540000620,1224.80,.00,5540152,554000152
120,RI,INV155353,07/02/2024,B05540000621,578.74,.00,5540124,554000124
120,RI,INV155354,07/02/2024,B05540000624,1866.84,.00,5540131,554000131
120,RI,INV155355,07/02/2024,7.1.24,552.12,.00,5540101,554000101
120,RI,INV155356,07/02/2024,B05540000590,1126.44,.00,5540136,554000136
120,RI,INV155357,07/02/2024,B05540000618,324.57,.00,5540132,554000132
120,RI,INV155358,07/02/2024,B05540000619,119.25,.00,5540126,554000126
120,RI,INV155945,07/02/2024,B05540000627,325.34,.00,5540154,554000154
120,RI,INV156488,07/02/2024,B05540000617,1922.03,.00,5540114,554000114
120,RI,INV156489,07/02/2024,B05540000623,305.78,.00,5540118,554000118
120,RI,INV155291,07/03/2024,WILL CALL,302.78,.00,914103,461021117
120,RI,INV155342,07/03/2024,Can opener,164.33,.00,461545,461146545
120,RI,INV155361,07/03/2024,3509604,129.45,.00,646053,323393940
120,RI,INV155362,07/03/2024,56661369,522.62,.00,449302,449352802
120,RI,INV155363,07/03/2024,3514190,258.90,.00,646053,323393940
120,RI,INV155369,07/03/2024,3522038,258.90,.00,646053,323393940
120,RI,INV155387,07/03/2024,B04610051066,904.81,.00,461834,461023834
120,RI,INV155394,07/03/2024,3526582,349.06,.00,646053,323393940
120,RI,INV155400,07/03/2024,57436499,13171.56,.00,449302,449352802
120,RI,INV155408,07/03/2024,B04610051062,1309.83,.00,272618,461023602
120,RI,INV155418,07/03/2024,B04610051075,744.42,.00,367089,461367089
120,RI,INV155427,07/03/2024,B04610051042,2277.74,.00,461004,461023502
120,RI,INV155432,07/03/2024,B04610051056,1343.36,.00,765955,461023327
120,RI,INV155436,07/03/2024,B04610051057,1405.00,.00,367090,461022901
120,RI,INV155441,07/03/2024,NATS0000029366,295.80,.00,278496,572020003
120,RI,INV155444,07/03/2024,1730,264.46,.00,499301,295001730
120,RI,INV155447,07/03/2024,B02950002742,1383.63,.00,499301,
120,RI,INV155449,07/03/2024,NATS0000029508,578.89,.00,278496,572020003
120,RI,INV155451,07/03/2024,B02950002744,745.62,.00,499301,295001904
120,RI,INV155452,07/03/2024,57411767,479.60,.00,736438,438032093
120,RI,INV155454,07/03/2024,NATS0000029649,149.46,.00,278496,572020003
120,RI,INV155457,07/03/2024,57437323,936.80,.00,331000,438022221
120,RI,INV155458,07/03/2024,57437873,810.53,.00,552041,438020262
120,RI,INV155461,07/03/2024,57440424,1702.93,.00,571300,438022241
120,RI,INV155470,07/03/2024,1020,343.43,.00,499301,295001020
120,RI,INV155477,07/03/2024,3036,306.32,.00,499301,295003036
120,RI,INV155487,07/03/2024,B04610051074,3.18,.00,739889,461022601
120,RI,INV155488,07/03/2024,B04610051076,1104.38,.00,862385,461022033
120,RI,INV155493,07/03/2024,B04610051081,1761.20,.00,739889,461022601
120,RI,INV155510,07/03/2024,57438912,1751.61,.00,441860,440061860
120,RI,INV155526,07/03/2024,Breanna,324.00,.00,524390,41040051
120,RI,INV155546,07/03/2024,064160,175.20,.00,694014,694000014
120,RI,INV155547,07/03/2024,B04610051063,1059.33,.00,407303,461022153
120,RI,INV155593,07/03/2024,ORIOLE07709,7348.72,.00,572757,572061757
